Elapsed time,$ 3400 (success)
21:02:57.500,4.0
21:02:58.0,6.0
21:03:02.0,2.0
21:03:03.500,2.0
21:03:05.500,6.0
21:03:09.500,2.0
21:03:11.0,2.0
21:03:13.0,6.0
21:03:17.0,2.0
21:03:18.500,2.0
21:03:20.500,6.0
21:03:24.500,2.0
21:03:26.0,2.0
21:03:28.0,6.0
21:03:32.0,2.0
21:03:33.500,2.0
21:03:35.500,6.0
21:03:39.500,2.0
21:03:41.0,2.0
21:03:43.0,6.0
21:03:47.0,2.0
21:03:48.500,2.0
21:03:50.500,6.0
21:03:54.500,2.0
21:03:56.0,2.0
21:03:58.0,6.0
21:04:02.0,2.0
21:04:03.500,2.0
21:04:05.500,6.0
